天干1,地支1,天干2,地支2,天干3,地支3,天干4,地支4,性别,合并,AI评分,评语
5,11,2,2,6,8,3,3,2,坤戊戌乙丑己未丙寅,2,"6249032353 Thu May 21 21:27:54 +0800 2026
回复@用户7672202051:稼穑从来都不存在，所有的格局都要按照正格看，，这个局丑当令，丑中人元无一透干，就表明这个司令昏庸无道，就要推翻它，就要制丑，以及丑中的金水，，，八字格局就两种，一是生用结构，另一个是制用结构，这个局就是制用结构//@用户7672202051:坤造，戊戌  乙丑  己未  丙寅 ...展开
【转发】星座超话《渊海子平》云：“戊己生居四季中，辰戌丑未要全逢，喜逢财地嫌官杀，运到东方定有凶。

这句话被理解成稼穑格，，其时，稼穑就不叫格，，

稼穑格，从格，，本质都不叫格，，要看正八格属于哪一格，，只有正格成格的稼穑，正格成格的所谓的从格，才是富贵

辰戌丑未，是四种不同性质的土 ??? ...展开"
2,4,10,8,8,10,2,8,1,乾乙卯癸未辛酉乙未,3,"6249032353 Tue Mar 24 01:33:11 +0800 2026
回复@Alex-For:杂气财格，未卯合局，命局以卯为用神，未为相神，可谓是用相两旺，成格入贵，但酉金冲卯是破格之所，破格无贵，求财又当以财财格，酉冲卯，也是求财上的困局，，此命就是官做不成，求财又受酉金所累，酉这个禄就是忙碌辛苦的禄，，事必躬亲，刚愎自用，格局打不开，事业做不大，// ...展开
【转发】厂二代，千万身家 
乾造：乙卯 癸未 辛酉 乙未
大运：壬午 辛巳 庚辰 己卯 戊寅

反馈：
出生富裕家庭，父母开加工厂，2000结婚，接受父母工厂，扩大规模，暂时为董事长，财富千万以上。2020-2021年口罩影响亏损300多万。

提问：
卯未合木，卯酉相冲，是卯木受伤还是酉金受伤？

学八字超话 ??? ...展开"
4,4,9,3,3,7,3,9,1,乾丁卯壬寅丙午丙申,3,"6249032353 Sat Apr 25 08:19:48 +0800 2026
定位六亲，壬寅为母，壬丁合，卯寅互为阴阳，丁卯就是父亲，卯申相合，申为父亲的财，早运金旺，就是父亲为其挣下的资产。命主丙午之所求是寅木，赖寅所生，寅卯为命主之所求的财，行运不见寅卯，注定难有成就。2024-2025甲辰乙巳，虽见寅卯，特别是乙巳，巳火比劫倒泄寅卯之气，比劫分印，岂能不败。
【转发】【讨论帖】
家里留下一千万，为什么一投资就败光？

乾造：丁卯 壬寅 丙午 丙申
大运：辛丑 庚子 己亥 戊戌 丁酉 丙申 乙未 甲午

反馈是：命主父亲早年做修车生意，2015到2016年前后去世，留下两套房和一点现金，加起来大概一千多万。命主从2024年开始自己投资，最后几乎全部亏完，现在还负债累累。

 ??? ...展开"
10,4,5,7,1,7,4,4,2,坤癸卯戊午甲午丁卯,1,"妓女小姐老鸨命例集（二）_襄阳金笑易_新浪博客
坤   癸戊甲丁 

    卯午午卯  
运6 
己未  庚申 
辛酉  壬戌  癸亥 
甲子

   
八字一见面就是以财合印，去了那点水，也就扯掉了那块破布。

   
甲在午午之上，难逃烈焰，肢体卯木，以刃之性纵身伤官之中，尽情而彻底——对自己残忍对别人也残忍。
以伤官化刃，割皮肉生财，一身桃花吐艳。

   
早年庚申辛酉，纷踏而来的官杀，如“过江之鲫”。

   
到癸亥运，自身花色已谢。亥午暗合去桃花焰火，浴火脱身。该运戊癸合，癸水目绝丁火。卯亥合，抱水不失期时。


   
丁卯，丁火依旧闪烁。这里是她借木生火，借火生财之象了。

   
能当老鸨的，得有这样的命！（八字来源：未知）



例7當媽媽生(为妓女招揽生意的老鸨)"
5,7,5,7,9,11,10,4,1,乾戊午戊午壬戌癸卯,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：戊 戊 壬 癸 （从格） 

     午 午 戌
卯 

大运：辛 酉
流年：乙 酉
（27岁） 

反馈：哥哥是个修理工，那天哥哥正在修车，他用电钻钻孔时，突然钻把手打在我哥的胸膛上，我家人就赶紧送我哥去医院，前后不到7分钟，我哥的心脏就停止跳动了，在医生的抢救下也是无济于事。
        
    
    
    
    

技术点窍：关键字为酉金，岁运构成双酉冲卯，旺金冲木，将用神“卯”连根拔起。此为二冲一，又为旺冲弱，用神五行偏弱被连冲带克，毫无救援，可见生死悠关，且冲为突发性、偶然性的意外事故，金为致命因素，所以命主被金器突伤至死。原来这是用神克绝无救的死亡类型。


例二、阳历1975年9月14日丑时"
3,3,2,8,1,11,4,4,1,乾丙寅乙未甲戌丁卯,2,"6249032353 Sun May 03 17:23:01 +0800 2026
要论比劫夺财成立的话，那也应该是别人抢他老婆！这个局是以劫财乙木当老婆，，原配是丁卯，小三是乙未，，乙未的原配是丙寅，壬寅年克丙，乙未与丙寅分开，，癸卯年克丁卯，命主与丁卯分离，，，留下甲戌被乙未刑冲，，命局以卯木为财，小三虽然强势，但却自带财库，，
【转发】比劫成三合局，出轨离婚

乾造：丙寅 乙未 甲戌 丁卯
大运：丙申 丁酉 戊戌 己亥 庚子 辛丑 壬寅 癸卯

每日案例688反馈【A】

包工头老板，2023年出轨，小三找到家里闹，老婆起诉离婚。

一、旺衰取格用神
甲木日主，地支有寅卯木为根，天干又透乙木，卯未合木，日主明显偏强。甲木生于未月，乙木坐未 ??? ...展开"
5,3,7,9,9,3,8,12,2,坤戊寅庚申壬寅辛亥,4,"6249032353 Fri May 29 11:53:23 +0800 2026
就这个局，能有如此福份？日禄归时，双寅坏禄，申也穿禄，巳运又冲禄……禄都坏成这样了，，只有庚戌时，才有可能，……个人观点，一家之言//@吉道先生:这个局夫宫食神是个好东西，病在枭神夺食，丁巳运枭神被制，食神完全解放出来，夫宫喜用神发力，财星解放的，嫁个有钱人。
【转发】为什么她能高嫁十亿级富二代？

坤造：戊寅 庚申 壬寅 辛亥
大运：己未 戊午 丁巳 丙辰 乙卯 甲寅 癸丑 壬子

反馈：上周刚结婚，对方是十亿级富二代。她以前做过空姐，婚后也进了男方家族企业上班。外形条件很强，身材高挑，很有女人味，过去接触的对象大多非富即贵，感情经历也比较复杂，目标感一直 ??? ...展开"
1,5,2,12,9,9,8,12,1,乾甲辰乙亥壬申辛亥,2,"亿万富翁八字命例集1_襄阳金笑易_新浪博客
乾：甲辰　乙亥　壬申　辛亥

财气通门户格局。房地产商。亿万富豪。

此造壬申日主，生于亥月，建禄司权，得旺令。日元可谓强旺，能承大财，喜食神伤官旺而透干，食伤生财财源远，典型的财气通门户格局，故能大富。此造印星以羊刃申金为根，印旺，故名气较大。只可惜，08戊子，申子辰化劫财局，破财不少，皆因大气运造成，房价大跌，印星失根，名气受损。从这点看，国运与个人命运真是息息相关，而从房地产商的八字，也可倒推出中国房价应在2010年（庚寅）正月大反弹，今年冬季有可能是最低点。此实例可以证明，看财运只看财星强弱来论是不全面的.




此八字特点: 无财星(火),但食伤为用泄秀有力,一派富贵架式.



例10从财格"
6,10,4,2,1,3,4,4,2,坤己酉丁丑甲寅丁卯,1,"妓女小姐老鸨命例集（一）_襄阳金笑易_新浪博客
坤造：己酉  丁丑  甲寅 
丁卯

我还未来得及排大运，这里师父已开腔：“妹仔呀，你这张命好硬好苦呢。我有话直直说呵。”

那黑衣女子目不转睛地盯着师父，点点头，说：“大师，但说无妨，苦成何样？”

师父端起面前的小茶杯，呷了口茶，清了清嗓子，说：

“苦成这样：一同去做妓，别人跟老板你就跟司机！”

那知师父又说：“玩完了后人家还要吐口水骂你娘呵。”

“大师大师，真是服了你。”不料白衣女子此时竟对师父竖起大姆指，又对旁边的黑衣女子的说：“还真准呢，每次我碰到的都是老板级，你碰到的男人不是穷光蛋就是赖皮呵。上次还听你说碰到了虐待狂呢。”（命例来源：书艳的新浪博客）




例10一生為妓的風塵之命"
3,11,8,4,2,8,4,12,1,乾丙戌辛卯乙未丁亥,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：丙 辛 乙 丁 （身旺） 

       
 戌 卯 未 亥 

大运：丁酉 流年：甲申 （58岁）


反馈：04年遭枪决。 

技术点窍：此流年关键字为申金，与大运、年支刚好形成金局。流年的关键为干支力量的去向，可以看出这个金局是冲卯去的！那么将日主的根拔起一定会死人吗？原来是大运酉冲卯使格局转弱，流年又给酉金加猛力，被拔根的用神遭到猛克猛冲，日主哪还有生还之气？可以看到金是致死之因，枪弹为金属之物。为何不是车祸呢？可见四柱展示性质，而不对应物质，金模拟坚硬的物质，如胆结石、枪弹、车、刀等不定因素，但我们可以铁断为金器、坚物突然致命。



 例四、阳历1988年1月7日午时"
8,10,10,6,3,9,5,11,1,乾辛酉癸巳丙申戊戌,2,"考磐国学 Thu Aug 06 08:28:50 +0800 2026
回复@乌云快走开er:不是贤内助吗？那最可能是壬辰时，，是不是贤内助不是看她破财，，而是愿意不愿意不离不弃，并一如既往的支持对方，，破财只是夫妻共同的运势造就，，//@乌云快走开er:他老婆恐怕不是贤内助吧
【转发】学八字超话 邹市明的八字详细解读

乾造：

辛癸丙戊
酉巳申戌

1999己卯年进入国家队。
2003癸未年，世界拳击锦标赛男子48公斤级亚军。
2004甲申年，雅典奥运会拳击48公斤级半决赛，获得季军，
2008北京奥运会，冠军。
2012壬辰年8月，伦敦奥运会49公斤级蝉联奥运会男子拳击最小级别冠军。

2016 ??? ...展开"
5,5,1,3,7,3,3,11,2,坤戊辰甲寅庚寅丙戌,1,"妓女小姐老鸨命例集（二）_襄阳金笑易_新浪博客
坤造：戊辰 甲寅 庚寅 丙戌

大运 癸丑  壬子  辛亥 
庚戌  己酉  戊申  丁未
 丙午  

岁数 1  
  11    21 
  31    41 
  51    61 
  71   


年份 1988 
1998  2008  2018 
2028  2038  2048 
2058 

这女孩子说自己初中文化，在夜场领舞，感情上多次受伤，遇到的男人都是骗子，09年的时候因为经济诈骗差点坐牢，现在显得很颓废，对人生不抱什么希望。

（命例来源：金玉章的新浪博客）



例2        
    
    
    
    作过妈眯的生意人"
2,12,5,3,1,9,4,4,1,乾乙亥戊寅甲申丁卯,2,"6249032353 Thu Jul 02 20:18:03 +0800 2026
乙亥与丁卯年时相合，亥是命局中的贵人，寅亥合破，是寅抢夺亥，寅旺则夺亥，亥旺时，亥寅合，是亥中壬制寅中丙，申制寅，，寅透戊，又被乙木制，，命局构成:亥申卯乙，制戊寅的结构，乙亥运，就是戊寅受制的应期，，//@考磐国学://@考磐国学:用乙制甲，乙亥运是乙木旺，寅木受制，乙亥运可以成事，，
【转发】乾造：乙亥 戊寅 甲申 丁卯
大运：丁丑 丙子 乙亥 甲戌 癸酉 壬申 辛未 庚午

每日案例748
以下哪个选项更符合实际情况：
A、开厂老板，千万身价
B、水电工，负债

星座超话看八字超话学八字超话#每日案例专栏# ???"
3,3,6,12,10,10,3,5,2,坤丙寅己亥癸酉丙辰,2,"6249032353 Sat Jul 25 00:59:50 +0800 2026
想起一个类似组合的局，deepseek最后给出:“杀控禄神，端人碗看人脸”“运转西方，捧印奉上”，，命局组合算是完美，都是用神，只是亥寅合，辰酉合，略有一丝瑕渍……影响了格局高度，，
【转发】劫财格身不强，印运托起平台，甲辰年升职加薪
　
坤造：丙寅 己亥 癸酉 丙辰
大运：戊戌 丁酉 丙申 乙未 甲午 癸巳
　
每日案例770反馈

【A】编制内，稳定工作，在医院妇产科做医生。2009 年结婚，婚姻稳定。2024 年升职、加薪。
案例反馈信息：粉丝/学生收集整理，参考出处：易缘八字论坛。
　
分析 ??? ...展开"
10,4,10,12,9,9,10,4,2,坤癸卯癸亥壬申癸卯,1,"妓女小姐老鸨命例集（一）_襄阳金笑易_新浪博客
坤造：癸卯 癸亥 壬申 癸卯 

6甲子 16乙丑
26丙寅 36丁卯
46戊辰 56己巳

 
十九岁辛酉年桃花。辛克大运之乙，酉冲年时之卯，伤官桃花相冲，该年八月失真。

 
水木伤官，为人聪明秀丽，任性不驯。善于辞令。然而金水太旺“水盛多淫”。

 
二十五岁行丙寅大运，寅为日主申之驿马，所以工作不稳定，常换工作。常换男友。

 
日上是桃花煞，生年是癸卯纳音是金，临官在日支申见劫煞。凡人遇上临官，曰桃花，皆是好酒色。故去酒廊上班。故乙丑大运沦落风尘。而日亥申相亥不利婚姻。


（来源：预测师郭启梁的新浪博客）



例８夜总会小姐命造："
3,3,3,9,7,11,9,7,2,坤丙寅丙申庚戌壬午,2,"考磐国学 Mon Aug 03 17:53:08 +0800 2026
癸巳大运，巳申合，以官杀制比劫，求的是申金，制住了申金，逢金得财，，申金比劫就是被割的韭菜，原局壬水未制尽，，所以壬寅癸卯年，意味着申金无制，，被割的韭菜不再听她忽悠了，，，
【转发】建禄格食神制杀，癸巳运先赚后亏
　
坤造：丙寅 丙申 庚戌 壬午
大运：乙未 甲午 癸巳 壬辰 辛卯 庚寅
　
每日案例780反馈

【A】从事直播带货，2019—2021 年三年赚了两个亿。2022—2024 年连续投资失利。
案例反馈信息：粉丝/学生收集整理，参考出处：笑看浮华
　
反馈里说三年赚了两个亿，但没有注 ??? ...展开"
8,4,4,10,7,9,3,11,1,乾辛卯丁酉庚申丙戌,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：辛 丁 庚 丙 （身旺） 

       
 卯 酉 申 戌 

大运：辛卯 流年：乙酉 （54岁） 

反馈：胃癌于04年8月切除，05年2月病逝。 

技术点窍：此为羊刃煞，羊刃的信息之象为刀，是一把手术刀，刃就是匕首。也就说日主此年跟动手术有关，要进医院。虽不一定是胃癌，却跟癌症有很大关系，因为手术多为切除。不知道读者有没注意到此命局刃局成化，藏着隐患，流年为金羊刃伏吟为忌，信息同时指向身体，因强根、比劫为身体，伏吟为身体哭泣呻吟。



例十五、阳历1976年12月22日卯时"
2,4,2,10,10,12,10,2,2,坤乙卯乙酉癸亥癸丑,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
坤造：乙 乙 癸 癸 （身旺） 

       
卯 酉 亥 丑


大运：癸巳 流年：癸 酉
（79岁） 

反馈：己未月因肠道疾病去世。 

技术点窍：关键字为流年的酉金。大运的巳、命局的丑和流年的酉形成三合金局将寿元星食神“卯”连根拔起，克至死绝。金是致死之因，酉又为大肠，将病应在了肠道上,此为同步信息.从原局来看先天组合也不好，酉克到了乙和卯两颗寿元星，大运流年再一起加力日主不堪承受，一命呜呼。实际上此为寿元星食神被冲克死绝的死亡类型。



 例三、阳历1946年3月22日亥时"
8,10,4,10,2,8,4,2,1,乾辛酉丁酉乙未丁丑,0,"6249032353 Wed Jul 08 08:33:21 +0800 2026
原局病在时支的丑，，生于仲秋，火炼秋金，就是一个炼丹炉，，丑中藏水，，见水则炸炉，，，癸巳运，丑中癸水引动，，癸巳年与辛丑年，都是丑透癸辛，，
【转发】相同八字案例，食神制杀，为什么都走在癸巳运中？
　
乾造：辛酉 丁酉 乙未 丁丑
大运：丙申 乙未 甲午 癸巳
　
反馈：同一个八字，出生在山西的，走到癸巳运癸巳年去世；出生在四川的，走到癸巳运辛丑年去世。两人最后都是肝癌。
案例反馈信息：粉丝/学生收集整理，参考出处：意川。

分析链接: ??? ...展开"
6,2,8,8,10,4,10,2,1,乾己丑辛未癸卯癸丑,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：己 辛 癸 癸 （身弱） 

       
 丑 未 卯 丑 

大运：丁 卯 流年：丙 寅（37岁）


反馈：肺癌死了。 

技术点窍：此例颇有争议，在格局分析上有难度，因为日主近似从格，实际笔者在实际断验中发现水日干地支见两丑土为身弱格。身弱喜辛金生身，金印为用，大运、流年的力量主要集中在辛金，岁运旺透丙、丁火意在克去辛金，辛金在原局极弱构成此造的最薄弱环节，在岁运重火相克使原局的金五行严重失衡，辛金为肺，致使命主死于肺癌。



例二十二、阳历1968年1月12日辰时"
4,4,10,2,8,10,1,7,2,坤丁卯癸丑辛酉甲午,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
坤造：丁 癸 辛 甲 （身旺） 

       
 卯 丑 酉 午 

大运：辛酉 流年：乙酉 

反馈：此人6月服毒自杀。 

技术点窍：命主为何会自杀？这个流年的关键字为酉，日支为心，是日主的内心世界，流年在这个位置伏吟为忌时主伤心、痛苦、郁闷事，想流眼泪、想哭、死亡，在实际断验中多见命主在这种流年里自杀，岁运信息同步锁定日支，命主肯定在这步运的这一年遇到了令自己哭泣、痛苦、伤心或绝望的事情，所以命主会自杀，是死亡应期的一标志性物质。

例五、阳历1970年2月18日戌时"
9,1,7,11,1,7,2,12,1,乾壬子庚戌甲午乙亥,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：壬 庚 甲 乙 （身弱） 

       
 子 戌 午 亥 

大运：癸丑 流年：甲申 （32岁） 

反馈：04年遭人杀害。 

技术点窍：关键字为申，流年的组合为日干坐杀的形态，官杀为克身之物，代表凶杀、意外、病伤、流血。七杀是杀身之物，为凶神，官杀克身为忌多是被杀和自杀。在这里可以看到预测模式的描象，流年的甲木原来就对应日主自己，通过模拟命主当年的某种状态而告知我们命主被杀，同时也揭示了身弱的日干不能坐杀头上。

 例九、阳历1975年5月14日巳时"
3,3,1,7,1,5,3,3,1,乾丙寅甲午甲辰丙寅,1,"6249032353 Sat Jul 18 17:08:24 +0800 2026
只有乙丑时才符合她的状态。丑被寅午合局所制，制官杀太过，，，官星被穿坏了，胆小怕事，，流年火旺，，恐慌加剧
【转发】离婚后长期抑郁，今年诊断精神分裂
　
乾造：丙寅 甲午 甲辰 丙寅
大运：乙未 丙申 丁酉 戊戌 己亥 庚子
　
反馈：命主做厨师，在饭店打工。2011 年结婚，2018 年离婚。离婚后精神状态一直不好，长期抑郁，压力比较大。今年年初病情加重，后来诊断为精神分裂症，目前还在治疗中。
案例反馈信息：粉丝/ ??? ...展开"
3,3,10,6,7,5,2,10,1,乾丙寅癸巳庚辰乙酉,1,"6249032353 Sat Jun 06 23:00:51 +0800 2026
应该是甲申时，丁运冲癸，酉运合辰闭伤官库，同样制伤官，丁冲癸只是不顺，酉合辰，，就等于被上了枷锁，，
【转发】丁酉运，到底是伤官见官，还是官杀克身太旺？

乾造：丙寅 癸巳 庚辰 乙酉
大运：甲午 乙未 丙申 丁酉 戊戌 己亥 庚子 辛丑 壬寅

反馈：命主2019年起中度抑郁，之后一直反反复复。长期失眠，内耗严重。2023年因抑郁症住院，失业，至今找不到合适的工作。中途也有随便找过工作，但每天负面情绪很重，内 ??? ...展开"
8,8,8,4,2,12,2,10,2,坤辛未辛卯乙亥乙酉,4,"6249032353 Sun Jun 21 16:44:51 +0800 2026
七杀为夫，亥卯未，木局，满盘的木都是老公的财，，，旺夫命，，可惜啊亥化酉生卯，亥卯未会局，酉金逢冲时，，自身有灾啊，，
【转发】能嫁富二代的美女

坤造：辛未 辛卯 乙亥 乙酉
大运：壬辰 癸巳 甲午 乙未 丙申 丁酉

反馈：命主身材婀娜，长相清秀漂亮。虽然出身普通家庭，但大学阶段就有多个条件很好的富少追求，最后嫁入亿万富豪家中。
案例反馈信息：粉丝/学生收集整理，参考出处：星斗春辰。

星座超话看八字超话 ??? ...展开"
8,10,7,3,7,7,9,7,1,乾辛酉庚寅庚午壬午,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：辛 庚 庚 壬

       
 酉 寅 午 午 

大运：丁亥 流年：丙戌 （25岁） 

反馈：甲午 月跳楼自杀身亡。 

技术点窍：前面说过官杀不可过旺，不论喜忌旺则有灾，这个流年的关键字为丙火和地支的戌成三合杀局攻身，路线是丙克日干，日支的午杀借到火局的力量克日干庚金，可以说官杀的旺度在这个流年发挥到极点。杀主被杀和自杀，又大运伤官打官显现凶祸标志，命主死在午月，因午火伏吟到日支克日干庚金。

 
 例十九、阳历1953年10月23日未时"
5,3,2,4,6,4,7,7,1,乾戊寅乙卯己卯庚午,2,"6249032353 Sat Jul 11 00:53:39 +0800 2026
弟弟虽然同性恋，弟弟的为人做事，格局斗比哥哥高，，哥哥是个一辈子纠结内耗的人，弟弟活的更洒脱，
【转发】双胞胎八字，弟弟是同性恋，还喜欢上了自己的亲哥哥 
 
乾造：戊寅 乙卯 己卯 庚午 
大运：丙辰 丁巳 戊午 己未 庚申 辛酉 
 
反馈： 
这是一对双胞胎。出生条件很好，但父母长期在外开公司，所以两岁到十二岁这段时间，实际生活状态和留守儿童差不多。 
 
哥哥性格更果断，也不耍心机，对弟弟一直很好 ??? ...展开"
8,2,7,3,1,11,1,1,1,乾辛丑庚寅甲戌甲子,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：辛 庚 甲 甲 （身旺） 

       
 丑 寅 戌 子 

大运：乙酉 流年：乙酉 （44岁）


反馈：在2005年除夕之夜，发现呼吸困难，到医院检查，就已经是肺癌晚期，06年4月1日死亡。 

技术点窍：关键字为酉金。此例是断肺病的一种技术类型，当命局先天庚、辛金虚透无根，流年见酉金强根为呼吸病，有的应验鼻、咽喉，有的则应验于肺部。流年与大运为岁运并临，信息指向死亡，肺病死亡。
释 缘
 

例十四、阳历1951年9月17日戌时"
3,1,6,12,9,9,7,1,2,坤丙子己亥壬申庚子,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
坤造：丙 己 壬 庚 （太旺） 

     子 亥 申
子 

大运：戊戌 流年：乙酉 （9岁）


反馈：白血病死亡，弃婴。 

技术点窍：这个流年关键字为酉引动的三合金印局生身，为什么为血液病？可以看到先天组合的特点是水过旺，五行先天失衡，过旺为忌的五行和过弱为用的五行为最薄弱环节。流年三合来生扶，导致格局偏枯，加重失衡。大运又透旺杀攻身，杀本主死亡，命局又属太旺的格局最忌克所以应了白血病。



 例十三、阳历1961年2月10日子时"
7,11,5,3,6,6,1,11,1,乾庚戌戊寅己巳甲戌,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：庚 戊 己 甲 （身旺） 

       
 戌 寅 巳 戌 

大运：庚 辰 流年：己巳 （19岁）


反馈：89年到四川玩，被水淹死（阳历7月份）。 

技术点窍：这个命例的关键字为庚、甲、巳，关键点是大运的庚克甲，伤官打官为凶祸、死亡标志，又因为死亡是一生中最痛苦的事，所以流年信息同步了，在这一年日支伏吟为忌，内心难过、痛苦。原来此例是伤官打官、日支伏吟为忌两种同步信息锁定的死亡类型。

 例六、阳历1978年9月4日寅时"
10,6,9,11,4,8,4,8,1,乾癸巳壬戌丁未丁未,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：癸 壬 丁 丁 （身旺） 

       
 巳 戌 未 未 

大运：戊午 流年：甲戌 （41岁） 

反馈：94年阴历7月死于肺癌。 

技术点窍：此为癌症的一典型命例。伤官旺打到官的位置为癌症的部位，伤官旺打不到官的时候，伤官的位置为癌症的部位。此原局月柱伤官打官，月柱为肝和肺，不是肝就是在肺上。流年的关键字为戌土，伏吟到月支克壬水正官，大运也透伤官坐生，大运伤官打官为癌症的应期。



例二十、阳历1974年12月8日卯时"
1,9,9,9,7,7,8,6,1,乾甲申壬申庚午辛巳,2,"6249032353 Wed Mar 11 06:29:17 +0800 2026
这个比劫虽多，但财星并不是配偶，命局就不存在克妻之说，命局以七杀为配偶，这是娶贤内助为妻，
【转发】人人都说此人克妻，但为何此人性格柔软？

乾造：甲申 壬申 庚午 辛巳

此人对象反馈：
每个师傅都说此人克妻，但是和他相处了7年，感觉他性格很柔软，相处中反倒我是那个急躁的人。

分析：
玄学行业多的是半瓶子水的师傅，看到比劫旺就说别人克妻。这里天干食伤生财，地支官杀制比肩，反而是疼老婆， ??? ...展开"
10,10,3,5,2,10,9,7,1,乾癸酉丙辰乙酉壬午,2,"6249032353 Thu Jul 09 00:14:46 +0800 2026
这是野鸡配色狼，1??辰合二酉，身边都是脚踩多只船女人都喜欢一龙二凤的游戏
【转发】名校博士，私生活混乱

乾造：癸酉 丙辰 乙酉 壬午
大运：乙卯 甲寅 癸丑 壬子 辛亥 庚戌 己酉 戊申

反馈：命主一路名校到博士，现在已经在稳定平台当导师做研究。可现实里的男女关系却非常混乱，国内国外各有一个长期女友，还长期出轨、约炮。两个长期女友后来彼此知道了对方的存在，也都没有分手。
 ??? ...展开"
9,3,10,4,5,7,9,11,1,乾壬寅癸卯戊午壬戌,1,"考磐国学 Fri Jul 31 15:24:16 +0800 2026
寅木为贵人，卯木为小人，命局以印比当财，，申运合卯冲寅，远贵人亲小人，，
【转发】财杀太重，寅午戌三合火局，印星可以救命

乾造：壬寅 癸卯 戊午 壬戌
大运：甲辰 乙巳 丙午 丁未 戊申 己酉

每日案例775反馈

【A】出生家境温饱，家里还有个姐姐。大专或本科学历。早年在国企工作，后来离职下海经商，做外贸公司。一婚，中年后夫妻关系恶劣，为了孩子没有离婚。一个儿子，小富层次 ??? ...展开"
2,8,10,8,3,11,3,9,1,乾乙未癸未丙戌丙申,2,"6249032353 Sat May 09 20:45:39 +0800 2026
更新的不勤啊，我就够懒的了，比我甚啊
【转发】未戌刑的利与弊

乾  乙未  癸未 丙戌  丙申

      丙戌自合即丙辛合财，妻星辛金正财，正星得正位。好夫妻喜静不喜动，不喜刑冲破穿，两未刑一戌是不利妻子的，把辛金刑坏了，不离婚就容易有伤病灾。
    
      而且自己坐支戌土也是自己的身体，辛金代表了呼吸器官、肺，咽喉、牙齿等。
     
     ??? ...展开"
5,7,7,9,6,6,3,3,1,乾戊午庚申己巳丙寅,0,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：戊 庚 己 丙 （身弱） 

       
 午 申 巳 寅 

大运：癸亥 流年：甲申 （26岁） 

反馈：命主因得白血病于甲申年寅月病逝。 

技术点窍：此流年干支组合为伤官打官，为凶祸、癌症、绝症、死亡（包括自己和近亲）、见孝服。为何死于寅月？因寅为正官，刚好构成双寅冲一申，官见伤官，官见伤官是死亡的另一类型，所显现的事象与伤官打官性质相同，又一死亡标志。

 例七、阳历1946年5月17日酉时"
10,6,7,9,3,5,7,3,1,乾癸巳庚申丙辰庚寅,2,"子平研究：生死窍50例【上25例】_释缘易学_新浪博客
乾造：癸 庚 丙 庚 （身弱） 

       
 巳 申 辰 寅 

大运：丙辰 流年：丙子 （43岁） 

反馈：乙未月命主被钢模砸头而死。 

技术点窍：这个流年与大运和原局形成两个水局克日干丙火，流年的丙就是日主自己，日干为头部、大脑，这个流年模拟的是日主当年的一种状态，就是头部受压的一种状态，因为官杀本身就是压力。实际被重物砸头而亡。
释缘易学公众号


例二十四、阳历1971年12月30日寅时"
9,9,6,10,9,1,5,9,2,坤壬申己酉壬子戊申,0,"6249032353 Tue Mar 24 01:43:15 +0800 2026
这难道就是传说中的“禄倒马斜”吗？
【转发】坤造：壬申，己酉，壬子，戊申
1学历：初中。
2职业：先天双腿残，在某私企福利厂打工。
3婚姻：丧夫未嫁。
4财富：温饱。
5：2015乙未年结婚。
6：2018戊戌年二月夫车祸升仙。
7：2018成戍年四月父车祸升仙。
8：2019年领养的女孩因病死亡。
9：2025年十二月母肺癌升仙。
10：出生温饱

 ??? ...展开"
10,4,4,6,8,12,5,1,1,乾癸卯丁巳辛亥戊子,1,"6249032353 Tue Jun 30 08:52:49 +0800 2026
好经典的案例，收藏了
【转发】菊长出国落马

乾造：癸卯 丁巳 辛亥 戊子
大运：丙辰 乙卯 甲寅 癸丑 壬子 辛亥 庚戌 己酉

反馈：命主出生家境小康，研究生及以上学历。早年做到国土菊长级别，后来因为贪乌问题离职出国，最终落马。二婚，前妻生一子，二妻生一女。1999 年父亲去世，2007 年离职出国，2018 年 11 月被捕入狱。
案例 ??? ...展开"
7,5,2,10,5,11,7,9,2,坤庚辰乙酉戊戌庚申,2,"6249032353 Fri Mar 20 07:40:16 +0800 2026
这样的格局叫“先官后食”，与“先印后财”雷同，，水木运官旺运上班求贵，，土金运食神有气胜财官，就会创业求财，，
【转发】原局喜用是什么，还有人说从了？

坤造：庚辰 乙酉 戊戌 庚申
大运：甲申 癸未 壬午 辛巳 庚辰 己卯

反馈：22年有偏财，23年下半年状态特别差，24年遭遇了职场性骚扰，25年谈恋爱了。

学八字超话星座超话看八字超话#网络案例# ???"
